%Omega	X[%]	phi[deg]
0.897170701326	0.825055884471	-4.669944357952
0.901259463150	0.866446046231	-4.845838024809
0.905692325545	0.914410432773	-5.127577518961
0.909452524316	0.963694570635	-5.359286738946
0.913353991117	1.016206385675	-5.597691883636
0.914050752642	1.040993920084	-4.939874911090
0.914178446748	1.038158860754	-5.016898647306
0.917233686245	1.076671213623	-5.854525214230
0.921226251976	1.147463465649	-6.130837609706
0.925342361046	1.225361766034	-6.458233816376
0.929362025953	1.316014792399	-6.802399719178
0.934001761065	1.438232914298	-7.179316396229
0.937981416659	1.568404636758	-7.601037999249
0.942062073425	1.733601842480	-8.068069957806
0.945982966174	1.949884819015	-8.744224231804
0.948269311214	2.135414081087	-9.339940476396
0.949743645397	2.287124778564	-9.872590400217
0.951399290346	2.550542011871	-10.899515929278
0.928718385178	5.987467969432	-122.517517673889
0.930230103357	5.941458160658	-125.778534592173
0.931524992298	6.080774336520	-130.520572576101
0.932454607912	5.862704443368	-127.980379128065
0.933616358585	5.997905982705	-130.726840465726
0.934070795250	5.798502032857	-127.831735602702
0.937335525662	5.833211495862	-133.159663912082
0.938117586612	5.668058970914	-133.129725355990
0.941285618927	5.693363663784	-136.139816901352
0.941925751631	5.515452663752	-135.633127718701
0.945249250722	5.545620800761	-138.345123356566
0.945998267382	5.383043135800	-138.879362171579
0.949334018397	5.402719829991	-141.038238506132
0.949987095552	5.248966484762	-141.963187190209
0.953555220308	5.252217706251	-145.070209481355
0.953927704173	5.032069112560	-144.209136414553
0.957286647961	5.114163522182	-147.402611188640
0.957819834988	4.946643984616	-146.920544241824
0.961397412832	4.967354131038	-149.643444985743
0.962160289423	4.811191533913	-150.047400780324
0.965433328693	4.822936338219	-151.576784368510
0.966004655648	4.649433487831	-152.705938933170
0.969568160827	4.674268502979	-153.397525367911
0.973380710567	4.520856418953	-155.053661122991
0.977545015108	4.370195117149	-156.975269437690
0.981618021293	4.227131656382	-158.994533924354
0.985547337278	4.069634122514	-160.469473663493
0.986766039623	4.029653563255	-160.913074200746
0.989352517082	3.908871805768	-161.748418518916
0.990769643310	3.870788055228	-161.865530826149
0.991467262685	3.636386713199	-162.014700952138
0.993449616660	3.742488006461	-163.130894809580
0.994479622342	3.708220228924	-162.936647664103
0.994841116829	3.510540959350	-163.294918098141
0.998535067398	3.371632692593	-164.247956702107
1.002854881269	3.213291525548	-165.362512203848
0.921606109229	5.999412089799	-96.774871318119
0.923792321703	5.949115684689	-103.767025685721
0.925359630919	5.920781823328	-104.367086966500
0.929416946097	5.817417667176	-114.523286641102
0.933432867877	5.711473898692	-119.750022408657
0.937295118611	5.599461474262	-126.007999960168
0.941349573775	5.452691805494	-128.877306595014
0.945419373022	5.330154245234	-132.842452577412
0.949453487238	5.117517547149	-133.508347564576
0.949463703444	5.200895823524	-136.305702006701
0.955416606685	5.112666894804	-138.958071274418
0.957812664968	5.031319281284	-141.449001888365
0.959607665853	4.986734098480	-143.580979495105
0.961918013196	4.908127232601	-145.550866843212
0.963602947813	4.839189592138	-146.762546000145
0.965983149693	4.764046779090	-148.739362047451
0.967349219133	4.708203835919	-150.082502825086
0.969833698537	4.628942241675	-151.773860440595
0.973971614159	4.481644779848	-154.125506489429
0.974284816702	4.302732531674	-154.354361550126
0.978397327115	4.141831075040	-156.487620019148
0.978614666938	4.308301035542	-156.435015201582
0.982172425879	4.003987208574	-158.306137539044
0.982633383361	4.161462246099	-158.329848776111
0.985215581128	3.889349508423	-159.601929134993
0.988230338890	3.695018749734	-160.935845103019
0.909446908760	6.501068269434	-82.778219037533
0.910867968748	6.454625023866	-92.074043651062
0.911614765288	6.447421023093	-90.701246489902
0.911706228373	6.449800021198	-92.851054627949
0.913091274552	6.390500444263	-92.952004330610
0.913602042970	6.383364905634	-96.657129257173
0.915446224966	6.327572774346	-100.068808134240
0.915711401630	6.357968944859	-103.110758778022
0.917123472854	6.311653839432	-103.605704293360
0.917375680695	6.244849305470	-75.737863695590
0.918138813198	6.255968992367	-106.000003328480
0.919597325582	6.212765116598	-88.858542964420
0.920395623856	6.200188201275	-111.373017041605
0.921185849445	6.183822986650	-95.012996422466
0.922086024453	6.192251026861	-115.236819088352
0.923688929881	6.163008446543	-102.505572595017
0.924490024779	6.124289337096	-118.340277792048
0.925305619154	6.126303887832	-107.644519579203
0.926030000501	6.088218848183	-121.927088618648
0.927691352647	6.066714719164	-112.150854517362
0.929357248635	6.037271447682	-116.967348222856
